1789645740,3.95859655,3.6093686600000003,23.48,1015.187
1789645750,3.96400471,3.6138206600000005,23.48,1015.152
1789645760,3.95679383,3.6071426600000005,23.49,1015.145
1789645770,3.97482103,3.6238376600000004,23.49,1015.145
1789645780,3.9712155900000004,3.6193856600000003,23.5,1015.139
1789645790,3.9874400700000003,3.6338546600000003,23.5,1015.138
1789645800,3.9802291899999998,3.6282896600000005,23.49,1015.145
1789645810,4.00907271,3.6527756600000005,23.5,1015.161
1789645820,4.01267815,3.6583406600000004,23.49,1015.172
1789645830,4.01628359,3.6594536600000005,23.52,1015.181
1789645840,4.03611351,3.6772616600000005,23.49,1015.19
1789645850,4.01267815,3.6561146600000005,23.49,1015.192
1789645860,3.9856373499999997,3.6349676600000005,23.49,1015.165
1789645870,3.95318839,3.6026906600000004,23.49,1015.163
1789645880,3.9225421500000004,3.5759786600000005,23.5,1015.187
1789645890,3.90631767,3.5615096600000005,23.5,1015.194
1789645900,3.8936986300000003,3.5503796600000004,23.49,1015.212
1789645910,3.8828823100000003,3.5403626600000004,23.49,1015.186
1789645920,3.87927687,3.5370236600000005,23.49,1015.178
1789645930,3.8991067900000003,3.55594466,23.5,1015.179
1789645940,3.88107959,3.53479766,23.49,1015.177
1789645950,3.86846055,3.52811966,23.48,1015.176
1789645960,3.8720659900000003,3.5303456600000005,23.49,1015.156
1789645970,3.87927687,3.5370236600000005,23.5,1015.15
1789645980,3.87386871,3.5325716600000003,23.52,1015.15
1789645990,3.9045149500000003,3.5603966600000003,23.49,1015.129
1789646000,3.9387666300000004,3.5915606600000003,23.48,1015.142
1789646010,3.9658074300000004,3.61493366,23.45,1015.156
1789646020,3.9712155900000004,3.6204986600000004,23.46,1015.162
1789646030,3.9874400700000003,3.6349676600000005,23.48,1015.152
1789646040,4.00546727,3.6505496600000003,23.48,1015.145
1789646050,4.00726999,3.6527756600000005,23.48,1015.128
1789646060,4.00005911,3.64609766,23.49,1015.119
1789646070,4.00186183,3.6472106600000003,23.48,1015.111
1789646080,4.02529719,3.66724466,23.46,1015.108
1789646090,4.03431079,3.6761486600000004,23.46,1015.122
1789646100,4.04512711,3.68505266,23.46,1015.12
1789646110,4.04152167,3.6806006600000005,23.45,1015.11
1789646120,4.04692983,3.68505266,23.48,1015.101
1789646130,4.0487325499999995,3.68839166,23.46,1015.102
1789646140,4.04692983,3.6861656600000003,23.43,1015.105
1789646150,4.0433243899999995,3.6828266600000004,23.43,1015.104
1789646160,4.04692983,3.6861656600000003,23.43,1015.087
1789646170,4.04152167,3.68171366,23.42,1015.081
1789646180,4.0487325499999995,3.68839166,23.43,1015.076
1789646190,4.04512711,3.6839396600000005,23.45,1015.086
1789646200,4.04512711,3.6839396600000005,23.45,1015.095
1789646210,4.0433243899999995,3.6828266600000004,23.42,1015.11
1789646220,4.03971895,3.6794876600000004,23.45,1015.136
1789646230,4.03070535,3.67058366,23.43,1015.127
1789646240,4.0433243899999995,3.6806006600000005,23.45,1015.128
1789646250,4.03070535,3.6716966600000003,23.43,1015.119
1789646260,4.03431079,3.6728096600000004,23.46,1015.128
1789646270,4.03250807,3.6739226600000006,23.45,1015.133
1789646280,3.9820319100000003,3.6282896600000005,23.46,1015.129
1789646290,3.9333584700000004,3.5859956600000005,23.46,1015.11
1789646300,3.9045149500000003,3.55928366,23.46,1015.114
1789646310,3.8936986300000003,3.5492666600000002,23.48,1015.121
1789646320,3.8882904700000003,3.5448146600000006,23.49,1015.147
1789646330,3.8882904700000003,3.5448146600000006,23.49,1015.156
1789646340,3.8936986300000003,3.5503796600000004,23.46,1015.17
1789646350,3.88107959,3.53813666,23.48,1015.182
1789646360,3.89730407,3.55260566,23.46,1015.184
1789646370,3.88468503,3.5425886600000003,23.48,1015.18
1789646380,3.87927687,3.5370236600000005,23.46,1015.201
1789646390,3.8666578300000003,3.5247806600000002,23.46,1015.2
1789646400,3.88468503,3.5425886600000003,23.48,1015.186
1789646410,3.8936986300000003,3.5492666600000002,23.43,1015.181
1789646420,3.90631767,3.5615096600000005,23.42,1015.181
1789646430,3.9387666300000004,3.5893346600000005,23.43,1015.188
1789646440,3.97301831,3.6204986600000004,23.43,1015.178
1789646450,3.9658074300000004,3.61493366,23.45,1015.182
1789646460,3.9549911100000004,3.60491666,23.43,1015.192
1789646470,3.9658074300000004,3.6160466600000003,23.43,1015.155
1789646480,3.9856373499999997,3.63274166,23.43,1015.156
1789646490,3.9928482300000003,3.6383066600000005,23.45,1015.16
1789646500,4.00005911,3.64609766,23.45,1015.163
1789646510,3.99465095,3.63941966,23.43,1015.166
1789646520,4.00726999,3.6516626600000004,23.43,1015.144
1789646530,4.01988903,3.6616796600000003,23.43,1015.144
1789646540,3.9982563900000003,3.6438716600000003,23.42,1015.133
1789646550,3.9549911100000004,3.6060296600000004,23.42,1015.135
1789646560,3.9315557500000002,3.58376966,23.46,1015.135
1789646570,3.9207394300000002,3.5748656600000004,23.42,1015.124
1789646580,3.9423720700000002,3.59378666,23.45,1015.124
1789646590,3.92975303,3.5826566600000005,23.41,1015.144
1789646600,3.91352855,3.5670746600000003,23.39,1015.147
1789646610,3.94056935,3.5926736600000004,23.41,1015.136
1789646620,3.9423720700000002,3.5948996600000003,23.39,1015.148
1789646630,3.93516119,3.5882216600000003,23.38,1015.133
1789646640,3.9315557500000002,3.5848826600000003,23.41,1015.145
1789646650,3.9171339900000004,3.5715266600000004,23.41,1015.162
1789646660,3.9369639100000002,3.5893346600000005,23.43,1015.153
1789646670,3.9387666300000004,3.59044766,23.42,1015.134
1789646680,3.9045149500000003,3.55928366,23.42,1015.133
1789646690,3.87386871,3.53145866,23.43,1015.117
1789646700,3.85223607,3.5125376600000005,23.43,1015.109
1789646710,3.84682791,3.5058596600000005,23.42,1015.149
1789646720,3.84322247,3.5025206600000005,23.42,1015.101
1789646730,3.83781431,3.4969556600000002,23.42,1015.106
1789646740,3.82699799,3.48916466,23.42,1015.093
1789646750,3.84141975,3.5025206600000005,23.41,1015.077
1789646760,3.86485511,3.5247806600000002,23.42,1015.048
1789646770,3.8504333500000003,3.5114246600000003,23.39,1015.045
1789646780,3.84141975,3.5025206600000005,23.41,1015.053
1789646790,3.85403879,3.5114246600000003,23.39,1015.052
1789646800,3.8504333500000003,3.5091986600000005,23.41,1015.051
1789646810,3.85403879,3.51365066,23.39,1015.054
1789646820,3.85403879,3.5147636600000003,23.36,1015.07
1789646830,3.87567143,3.53479766,23.38,1015.043
1789646840,3.89009319,3.5470406600000004,23.38,1015.042
1789646850,3.91893671,3.5726396600000005,23.41,1015.026
1789646860,3.96941287,3.61827266,23.38,1015.006
1789646870,3.9802291899999998,3.6282896600000005,23.38,1015.003
1789646880,3.9964536700000006,3.6416456600000005,23.38,1014.981
1789646890,3.98924279,3.6349676600000005,23.38,1014.964
1789646900,3.9964536700000006,3.6416456600000005,23.38,1014.948
1789646910,4.00907271,3.6538886600000002,23.36,1014.938
1789646920,4.00366455,3.6483236600000004,23.36,1014.944
1789646930,4.01448087,3.6583406600000004,23.38,1014.955
1789646940,4.02529719,3.66724466,23.38,1014.946
1789646950,4.02169175,3.6650186600000003,23.41,1014.944
1789646960,4.01988903,3.6616796600000003,23.41,1014.954
1789646970,4.02349447,3.6661316600000005,23.41,1014.958
1789646980,4.03611351,3.6772616600000005,23.43,1014.954
1789646990,4.03431079,3.6761486600000004,23.41,1014.964
1789647000,4.03971895,3.6783746600000002,23.42,1014.973
1789647010,4.03971895,3.6783746600000002,23.42,1014.972
1789647020,4.03611351,3.6750356600000003,23.43,1014.955
1789647030,4.03070535,3.67058366,23.41,1014.95
1789647040,4.03971895,3.6783746600000002,23.42,1014.949
1789647050,4.03611351,3.6750356600000003,23.43,1014.95
1789647060,4.03611351,3.6750356600000003,23.43,1014.957
1789647070,4.04152167,3.68171366,23.42,1014.951
1789647080,4.03611351,3.6772616600000005,23.43,1014.947
1789647090,4.01087543,3.6550016600000004,23.43,1014.939
1789647100,3.95859655,3.60825566,23.42,1014.947
1789647110,3.9099231100000003,3.5648486600000004,23.41,1014.944
1789647120,3.8828823100000003,3.5403626600000004,23.45,1014.934
1789647130,3.89009319,3.5459276600000003,23.43,1014.933
1789647140,3.85944695,3.5192156600000004,23.42,1014.934
1789647150,3.86305239,3.5214416600000003,23.41,1014.931
1789647160,3.84682791,3.50697266,23.43,1014.922
1789647170,3.84682791,3.5058596600000005,23.42,1014.915
1789647180,3.85403879,3.51365066,23.42,1014.919
1789647190,3.84322247,3.5047466600000003,23.45,1014.918
1789647200,3.8342088700000003,3.4947296600000004,23.45,1014.926
1789647210,3.83240615,3.4947296600000004,23.41,1014.938
1789647220,3.84863063,3.5080856600000003,23.43,1014.91
1789647230,3.86305239,3.5225546600000004,23.42,1014.927
1789647240,3.8828823100000003,3.5403626600000004,23.41,1014.886
1789647250,3.91352855,3.5670746600000003,23.41,1014.876
1789647260,3.9549911100000004,3.6060296600000004,23.42,1014.867
1789647270,3.9820319100000003,3.6294026600000002,23.43,1014.854
1789647280,3.9910455100000006,3.6371936600000003,23.43,1014.862
1789647290,3.9820319100000003,3.6294026600000002,23.43,1014.859
1789647300,3.97842647,3.6271766600000004,23.43,1014.849
1789647310,3.9802291899999998,3.6260636600000002,23.43,1014.845
1789647320,4.00546727,3.6494366600000006,23.45,1014.852
1789647330,4.01267815,3.6561146600000005,23.45,1014.852
1789647340,4.00366455,3.6483236600000004,23.48,1014.86
1789647350,4.01808631,3.66056666,23.49,1014.858
1789647360,4.02709991,3.6683576600000003,23.5,1014.875
